1	B	01	N	74
1	B	02	N	75
1	B	03	N	76
1	B	04	N	77
1	B	05	N	78
1	G	01	N	90
1	G	02	N	91
1	G	03	N	92
1	G	04	N	93
1	G	05	N	94
1	R	01	N	106
1	R	02	N	107
1	R	03	N	108
1	R	04	N	109
1	R	05	N	110
1	W	01	N	122
1	W	02	N	123
1	W	03	N	124
1	W	04	N	125
1	W	05	N	126
2	B	01	N	426
2	B	02	N	427
2	B	03	N	428
2	B	04	N	429
2	B	05	N	430
2	G	01	N	442
2	G	02	N	443
2	G	03	N	444
2	G	04	N	445
2	G	05	N	446
2	R	01	N	458
2	R	02	N	459
2	R	03	N	460
2	R	04	N	461
2	R	05	N	462
2	W	01	N	474
2	W	02	N	475
2	W	03	N	476
2	W	04	N	477
2	W	05	N	478
3	B	01	N	522
3	B	02	N	523
3	B	03	N	524
3	B	04	N	525
3	B	05	N	526
3	G	01	N	538
3	G	02	N	539
3	G	03	N	540
3	G	04	N	541
3	G	05	N	542
3	R	01	N	554
3	R	02	N	555
3	R	03	N	556
3	R	04	N	557
3	R	05	N	558
3	W	01	N	570
3	W	02	N	571
3	W	03	N	572
3	W	04	N	573
3	W	05	N	574
4	B	01	N	650
4	B	02	N	651
4	B	03	N	652
4	B	04	N	653
4	B	05	N	654
4	G	01	N	666
4	G	02	N	667
4	G	03	N	668
4	G	04	N	669
4	G	05	N	670
4	R	01	N	682
4	R	02	N	683
4	R	03	N	684
4	R	04	N	685
4	R	05	N	686
4	W	01	N	698
4	W	02	N	699
4	W	03	N	700
4	W	04	N	701
4	W	05	N	702
5	B	01	N	773
5	B	02	N	774
5	B	03	N	775
5	B	04	N	776
5	B	05	N	777
5	G	01	N	778
5	G	02	N	779
5	G	03	N	780
5	G	04	N	781
5	G	05	N	782
5	R	01	N	789
5	R	02	N	790
5	R	03	N	791
5	R	04	N	792
5	R	05	N	793
5	W	01	N	794
5	W	02	N	795
5	W	03	N	796
5	W	04	N	797
5	W	05	N	798
6	B	01	N	10
6	B	02	N	11
6	B	03	N	12
6	B	04	N	13
6	B	05	N	14
6	G	01	N	26
6	G	02	N	27
6	G	03	N	28
6	G	04	N	29
6	G	05	N	30
6	R	01	N	42
6	R	02	N	43
6	R	03	N	44
6	R	04	N	45
6	R	05	N	46
6	W	01	N	58
6	W	02	N	59
6	W	03	N	60
6	W	04	N	61
6	W	05	N	62
7	B	01	N	805
7	B	02	N	806
7	B	03	N	807
7	B	04	N	808
7	B	05	N	809
7	G	01	N	810
7	G	02	N	811
7	G	03	N	812
7	G	04	N	813
7	G	05	N	814
7	R	01	N	821
7	R	02	N	822
7	R	03	N	823
7	R	04	N	824
7	R	05	N	825
7	W	01	N	826
7	W	02	N	827
7	W	03	N	828
7	W	04	N	829
7	W	05	N	830
8	B	01	N	389
8	B	02	N	390
8	B	03	N	391
8	B	04	N	392
8	B	05	N	393
8	G	01	N	394
8	G	02	N	395
8	G	03	N	396
8	G	04	N	397
8	G	05	N	398
8	R	01	N	405
8	R	02	N	406
8	R	03	N	407
8	R	04	N	408
8	R	05	N	409
8	W	01	N	410
8	W	02	N	411
8	W	03	N	412
8	W	04	N	413
8	W	05	N	414
9	B	01	N	842
9	B	02	N	843
9	B	03	N	844
9	B	04	N	845
9	B	05	N	846
9	G	01	N	858
9	G	02	N	859
9	G	03	N	860
9	G	04	N	861
9	G	05	N	862
9	R	01	N	874
9	R	02	N	875
9	R	03	N	876
9	R	04	N	877
9	R	05	N	878
9	W	01	N	890
9	W	02	N	891
9	W	03	N	892
9	W	04	N	893
9	W	05	N	894
10	B	01	N	586
10	B	02	N	587
10	B	03	N	588
10	B	04	N	589
10	B	05	N	590
10	G	01	N	602
10	G	02	N	603
10	G	03	N	604
10	G	04	N	605
10	G	05	N	606
10	R	01	N	618
10	R	02	N	619
10	R	03	N	620
10	R	04	N	621
10	R	05	N	622
10	W	01	N	634
10	W	02	N	635
10	W	03	N	636
10	W	04	N	637
10	W	05	N	638
11	B	01	N	906
11	B	02	N	907
11	B	03	N	908
11	B	04	N	909
11	B	05	N	910
11	G	01	N	922
11	G	02	N	923
11	G	03	N	924
11	G	04	N	925
11	G	05	N	926
11	R	01	N	938
11	R	02	N	939
11	R	03	N	940
11	R	04	N	941
11	R	05	N	942
11	W	01	N	954
11	W	02	N	955
11	W	03	N	956
11	W	04	N	957
11	W	05	N	958
12	B	01	N	714
12	B	02	N	715
12	B	03	N	716
12	B	04	N	717
12	B	05	N	718
12	G	01	N	730
12	G	02	N	731
12	G	03	N	732
12	G	04	N	733
12	G	05	N	734
12	R	01	N	746
12	R	02	N	747
12	R	03	N	748
12	R	04	N	749
12	R	05	N	750
12	W	01	N	762
12	W	02	N	763
12	W	03	N	764
12	W	04	N	765
12	W	05	N	766
13	B	01	N	138
13	B	02	N	139
13	B	03	N	140
13	B	04	N	141
13	B	05	N	142
13	G	01	N	154
13	G	02	N	155
13	G	03	N	156
13	G	04	N	157
13	G	05	N	158
13	R	01	N	170
13	R	02	N	171
13	R	03	N	172
13	R	04	N	173
13	R	05	N	174
13	W	01	N	186
13	W	02	N	187
13	W	03	N	188
13	W	04	N	189
13	W	05	N	190
14	B	01	N	330
14	B	02	N	331
14	B	03	N	332
14	B	04	N	333
14	B	05	N	334
14	G	01	N	346
14	G	02	N	347
14	G	03	N	348
14	G	04	N	349
14	G	05	N	350
14	R	01	N	362
14	R	02	N	363
14	R	03	N	364
14	R	04	N	365
14	R	05	N	366
14	W	01	N	378
14	W	02	N	379
14	W	03	N	380
14	W	04	N	381
14	W	05	N	382
15	B	01	N	266
15	B	02	N	267
15	B	03	N	268
15	B	04	N	269
15	B	05	N	270
15	G	01	N	282
15	G	02	N	283
15	G	03	N	284
15	G	04	N	285
15	G	05	N	286
15	R	01	N	298
15	R	02	N	299
15	R	03	N	300
15	R	04	N	301
15	R	05	N	302
15	W	01	N	314
15	W	02	N	315
15	W	03	N	316
15	W	04	N	317
15	W	05	N	318
16	B	01	N	202
16	B	02	N	203
16	B	03	N	204
16	B	04	N	205
16	B	05	N	206
16	G	01	N	218
16	G	02	N	219
16	G	03	N	220
16	G	04	N	221
16	G	05	N	222
16	R	01	N	234
16	R	02	N	235
16	R	03	N	236
16	R	04	N	237
16	R	05	N	238
16	W	01	N	250
16	W	02	N	251
16	W	03	N	252
16	W	04	N	253
16	W	05	N	254
