1	B	01	P	64
1	B	02	P	65
1	B	03	P	66
1	B	04	P	67
1	B	05	P	68
1	B	06	P	69
1	B	07	P	70
1	B	08	P	71
1	B	00	N	72
1	B	00	N	73
1	G	01	P	80
1	G	02	P	81
1	G	03	P	82
1	G	04	P	83
1	G	05	P	84
1	G	06	P	85
1	G	07	P	86
1	G	08	P	87
1	G	00	N	88
1	G	00	N	89
1	R	01	P	96
1	R	02	P	97
1	R	03	P	98
1	R	04	P	99
1	R	05	P	100
1	R	06	P	101
1	R	07	P	102
1	R	08	P	103
1	R	00	N	104
1	R	00	N	105
1	W	01	P	112
1	W	02	P	113
1	W	03	P	114
1	W	04	P	115
1	W	05	P	116
1	W	06	P	117
1	W	07	P	118
1	W	08	P	119
1	W	00	N	120
1	W	00	N	121
2	B	01	P	416
2	B	02	P	417
2	B	03	P	418
2	B	04	P	419
2	B	05	P	420
2	B	06	P	421
2	B	07	P	422
2	B	08	P	423
2	B	00	N	424
2	B	00	N	425
2	G	01	P	432
2	G	02	P	433
2	G	03	P	434
2	G	04	P	435
2	G	05	P	436
2	G	06	P	437
2	G	07	P	438
2	G	08	P	439
2	G	00	N	440
2	G	00	N	441
2	R	01	P	448
2	R	02	P	449
2	R	03	P	450
2	R	04	P	451
2	R	05	P	452
2	R	06	P	453
2	R	07	P	454
2	R	08	P	455
2	R	00	N	456
2	R	00	N	457
2	W	01	P	464
2	W	02	P	465
2	W	03	P	466
2	W	04	P	467
2	W	05	P	468
2	W	06	P	469
2	W	07	P	470
2	W	08	P	471
2	W	00	N	472
2	W	00	N	473
3	B	01	P	512
3	B	02	P	513
3	B	03	P	514
3	B	04	P	515
3	B	05	P	516
3	B	06	P	517
3	B	07	P	518
3	B	08	P	519
3	B	00	N	520
3	B	00	N	521
3	G	01	P	528
3	G	02	P	529
3	G	03	P	530
3	G	04	P	531
3	G	05	P	532
3	G	06	P	533
3	G	07	P	534
3	G	08	P	535
3	G	00	N	536
3	G	00	N	537
3	R	01	P	544
3	R	02	P	545
3	R	03	P	546
3	R	04	P	547
3	R	05	P	548
3	R	06	P	549
3	R	07	P	550
3	R	08	P	551
3	R	00	N	552
3	R	00	N	553
3	W	01	P	560
3	W	02	P	561
3	W	03	P	562
3	W	04	P	563
3	W	05	P	564
3	W	06	P	565
3	W	07	P	566
3	W	08	P	567
3	W	00	N	568
3	W	00	N	569
4	B	01	P	640
4	B	02	P	641
4	B	03	P	642
4	B	04	P	643
4	B	05	P	644
4	B	06	P	645
4	B	07	P	646
4	B	08	P	647
4	B	00	N	648
4	B	00	N	649
4	G	01	P	656
4	G	02	P	657
4	G	03	P	658
4	G	04	P	659
4	G	05	P	660
4	G	06	P	661
4	G	07	P	662
4	G	08	P	663
4	G	00	N	664
4	G	00	N	665
4	R	01	P	672
4	R	02	P	673
4	R	03	P	674
4	R	04	P	675
4	R	05	P	676
4	R	06	P	677
4	R	07	P	678
4	R	08	P	679
4	R	00	N	680
4	R	00	N	681
4	W	01	P	688
4	W	02	P	689
4	W	03	P	690
4	W	04	P	691
4	W	05	P	692
4	W	06	P	693
4	W	07	P	694
4	W	08	P	695
4	W	00	N	696
4	W	00	N	697
5	B	00	N	768
5	G	00	N	769
5	R	00	N	770
5	W	00	N	771
5	B	00	N	784
5	G	00	N	785
5	R	00	N	786
5	W	00	N	787
6	B	01	P	0
6	B	02	P	1
6	B	03	P	2
6	B	04	P	3
6	B	05	P	4
6	B	06	P	5
6	B	07	P	6
6	B	08	P	7
6	B	00	N	8
6	B	00	N	9
6	G	01	P	16
6	G	02	P	17
6	G	03	P	18
6	G	04	P	19
6	G	05	P	20
6	G	06	P	21
6	G	07	P	22
6	G	08	P	23
6	G	00	N	24
6	G	00	N	25
6	R	01	P	32
6	R	02	P	33
6	R	03	P	34
6	R	04	P	35
6	R	05	P	36
6	R	06	P	37
6	R	07	P	38
6	R	08	P	39
6	R	00	N	40
6	R	00	N	41
6	W	01	P	48
6	W	02	P	49
6	W	03	P	50
6	W	04	P	51
6	W	05	P	52
6	W	06	P	53
6	W	07	P	54
6	W	08	P	55
6	W	00	N	56
6	W	00	N	57
7	B	00	N	800
7	G	00	N	801
7	R	00	N	802
7	W	00	N	803
7	B	00	N	816
7	G	00	N	817
7	R	00	N	818
7	W	00	N	819
8	B	00	N	384
8	G	00	N	385
8	R	00	N	386
8	W	00	N	387
8	B	00	N	400
8	G	00	N	401
8	R	00	N	402
8	W	00	N	403
