9	B	01	P	832
9	B	02	P	833
9	B	03	P	834
9	B	04	P	835
9	B	05	P	836
9	B	06	P	837
9	B	07	P	838
9	B	08	P	839
9	B	00	N	840
9	B	00	N	841
9	G	01	P	848
9	G	02	P	849
9	G	03	P	850
9	G	04	P	851
9	G	05	P	852
9	G	06	P	853
9	G	07	P	854
9	G	08	P	855
9	G	00	N	856
9	G	00	N	857
9	R	01	P	864
9	R	02	P	865
9	R	03	P	866
9	R	04	P	867
9	R	05	P	868
9	R	06	P	869
9	R	07	P	870
9	R	08	P	871
9	R	00	N	872
9	R	00	N	873
9	W	01	P	880
9	W	02	P	881
9	W	03	P	882
9	W	04	P	883
9	W	05	P	884
9	W	06	P	885
9	W	07	P	886
9	W	08	P	887
9	W	00	N	888
9	W	00	N	889
10	B	01	P	576
10	B	02	P	577
10	B	03	P	578
10	B	04	P	579
10	B	05	P	580
10	B	06	P	581
10	B	07	P	582
10	B	08	P	583
10	B	00	N	584
10	B	00	N	585
10	G	01	P	592
10	G	02	P	593
10	G	03	P	594
10	G	04	P	595
10	G	05	P	596
10	G	06	P	597
10	G	07	P	598
10	G	08	P	599
10	G	00	N	600
10	G	00	N	601
10	R	01	P	608
10	R	02	P	609
10	R	03	P	610
10	R	04	P	611
10	R	05	P	612
10	R	06	P	613
10	R	07	P	614
10	R	08	P	615
10	R	00	N	616
10	R	00	N	617
10	W	01	P	624
10	W	02	P	625
10	W	03	P	626
10	W	04	P	627
10	W	05	P	628
10	W	06	P	629
10	W	07	P	630
10	W	08	P	631
10	W	00	N	632
10	W	00	N	633
11	B	01	P	896
11	B	02	P	897
11	B	03	P	898
11	B	04	P	899
11	B	05	P	900
11	B	06	P	901
11	B	07	P	902
11	B	08	P	903
11	B	00	N	904
11	B	00	N	905
11	G	01	P	912
11	G	02	P	913
11	G	03	P	914
11	G	04	P	915
11	G	05	P	916
11	G	06	P	917
11	G	07	P	918
11	G	08	P	919
11	G	00	N	920
11	G	00	N	921
11	R	01	P	928
11	R	02	P	929
11	R	03	P	930
11	R	04	P	931
11	R	05	P	932
11	R	06	P	933
11	R	07	P	934
11	R	08	P	935
11	R	00	N	936
11	R	00	N	937
11	W	01	P	944
11	W	02	P	945
11	W	03	P	946
11	W	04	P	947
11	W	05	P	948
11	W	06	P	949
11	W	07	P	950
11	W	08	P	951
11	W	00	N	952
11	W	00	N	953
12	B	01	P	704
12	B	02	P	705
12	B	03	P	706
12	B	04	P	707
12	B	05	P	708
12	B	06	P	709
12	B	07	P	710
12	B	08	P	711
12	B	00	N	712
12	B	00	N	713
12	G	01	P	720
12	G	02	P	721
12	G	03	P	722
12	G	04	P	723
12	G	05	P	724
12	G	06	P	725
12	G	07	P	726
12	G	08	P	727
12	G	00	N	728
12	G	00	N	729
12	R	01	P	736
12	R	02	P	737
12	R	03	P	738
12	R	04	P	739
12	R	05	P	740
12	R	06	P	741
12	R	07	P	742
12	R	08	P	743
12	R	00	N	744
12	R	00	N	745
12	W	01	P	752
12	W	02	P	753
12	W	03	P	754
12	W	04	P	755
12	W	05	P	756
12	W	06	P	757
12	W	07	P	758
12	W	08	P	759
12	W	00	N	760
12	W	00	N	761
13	B	01	P	128
13	B	02	P	129
13	B	03	P	130
13	B	04	P	131
13	B	05	P	132
13	B	06	P	133
13	B	07	P	134
13	B	08	P	135
13	B	00	N	136
13	B	00	N	137
13	G	01	P	144
13	G	02	P	145
13	G	03	P	146
13	G	04	P	147
13	G	05	P	148
13	G	06	P	149
13	G	07	P	150
13	G	08	P	151
13	G	00	N	152
13	G	00	N	153
13	R	01	P	160
13	R	02	P	161
13	R	03	P	162
13	R	04	P	163
13	R	05	P	164
13	R	06	P	165
13	R	07	P	166
13	R	08	P	167
13	R	00	N	168
13	R	00	N	169
13	W	01	P	176
13	W	02	P	177
13	W	03	P	178
13	W	04	P	179
13	W	05	P	180
13	W	06	P	181
13	W	07	P	182
13	W	08	P	183
13	W	00	N	184
13	W	00	N	185
14	B	01	P	320
14	B	02	P	321
14	B	03	P	322
14	B	04	P	323
14	B	05	P	324
14	B	06	P	325
14	B	07	P	326
14	B	08	P	327
14	B	00	N	328
14	B	00	N	329
14	G	01	P	336
14	G	02	P	337
14	G	03	P	338
14	G	04	P	339
14	G	05	P	340
14	G	06	P	341
14	G	07	P	342
14	G	08	P	343
14	G	00	N	344
14	G	00	N	345
14	R	01	P	352
14	R	02	P	353
14	R	03	P	354
14	R	04	P	355
14	R	05	P	356
14	R	06	P	357
14	R	07	P	358
14	R	08	P	359
14	R	00	N	360
14	R	00	N	361
14	W	01	P	368
14	W	02	P	369
14	W	03	P	370
14	W	04	P	371
14	W	05	P	372
14	W	06	P	373
14	W	07	P	374
14	W	08	P	375
14	W	00	N	376
14	W	00	N	377
15	B	01	P	256
15	B	02	P	257
15	B	03	P	258
15	B	04	P	259
15	B	05	P	260
15	B	06	P	261
15	B	07	P	262
15	B	08	P	263
15	B	00	N	264
15	B	00	N	265
15	G	01	P	272
15	G	02	P	273
15	G	03	P	274
15	G	04	P	275
15	G	05	P	276
15	G	06	P	277
15	G	07	P	278
15	G	08	P	279
15	G	00	N	280
15	G	00	N	281
15	R	01	P	288
15	R	02	P	289
15	R	03	P	290
15	R	04	P	291
15	R	05	P	292
15	R	06	P	293
15	R	07	P	294
15	R	08	P	295
15	R	00	N	296
15	R	00	N	297
15	W	01	P	304
15	W	02	P	305
15	W	03	P	306
15	W	04	P	307
15	W	05	P	308
15	W	06	P	309
15	W	07	P	310
15	W	08	P	311
15	W	00	N	312
15	W	00	N	313
16	B	01	P	192
16	B	02	P	193
16	B	03	P	194
16	B	04	P	195
16	B	05	P	196
16	B	06	P	197
16	B	07	P	198
16	B	08	P	199
16	B	00	N	200
16	B	00	N	201
16	G	01	P	208
16	G	02	P	209
16	G	03	P	210
16	G	04	P	211
16	G	05	P	212
16	G	06	P	213
16	G	07	P	214
16	G	08	P	215
16	G	00	N	216
16	G	00	N	217
16	R	01	P	224
16	R	02	P	225
16	R	03	P	226
16	R	04	P	227
16	R	05	P	228
16	R	06	P	229
16	R	07	P	230
16	R	08	P	231
16	R	00	N	232
16	R	00	N	233
16	W	01	P	240
16	W	02	P	241
16	W	03	P	242
16	W	04	P	243
16	W	05	P	244
16	W	06	P	245
16	W	07	P	246
16	W	08	P	247
16	W	00	N	248
16	W	00	N	249
